"ProcedureCall","PackageName","ProcedureName","ObjectRefs","ReadObjects","WriteObjects"
"PKG_RPT.P_GET_YEAR_WISE_AUDIT_OUTSTANDING_PARAS","PKG_RPT","P_GET_YEAR_WISE_AUDIT_OUTSTANDING_PARAS","T_CURSOR; T_AU_OBSERVATION_FAD","T_AU_OBSERVATION_FAD",""
"PKG_RPT.P_GET_YEAR_WISE_AUDIT_OUTSTANDING_PARAS_DETAILS","PKG_RPT","P_GET_YEAR_WISE_AUDIT_OUTSTANDING_PARAS_DETAILS","T_CURSOR; T_AU_OBSERVATION_FAD; T_RISK","T_AU_OBSERVATION_FAD; T_RISK",""
"PKG_RPT.P_GET_PARA_TEXT_WORDS_V2","PKG_RPT","P_GET_PARA_TEXT_WORDS_V2","T_TEXT; T_CURSOR; V_1; VM_GET_ALL_PARA_TEXT; T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING","VM_GET_ALL_PARA_TEXT; T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING",""
"PKG_RPT.P_GET_FAD_DESK_OFFICER_AUDIT_PERIODS","PKG_RPT","P_GET_FAD_DESK_OFFICER_AUDIT_PERIODS","T_CURSOR; AIS_T_AU_POST_COMPLIANCE","AIS_T_AU_POST_COMPLIANCE",""
"PKG_RPT.P_GET_FAD_DESK_OFFICER_RPT_BY_PERIOD","PKG_RPT","P_GET_FAD_DESK_OFFICER_RPT_BY_PERIOD","T_CURSOR; V_FAD_NAUMAN_RPT","V_FAD_NAUMAN_RPT",""
"PKG_RPT.P_GETALLPARASYEAR","PKG_RPT","P_GETALLPARASYEAR","T_CURSOR; T_AU_OBSERVATION_FAD","T_AU_OBSERVATION_FAD",""
"PKG_RPT.P_GET_YEAR_WISE_ALL_PARAS","PKG_RPT","P_GET_YEAR_WISE_ALL_PARAS","T_CURSOR; T_AU_OLD_PARAS_FAD; T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING; T_RISK; T_AUDITEE_ENT_TYPES; V_DASHBOARD_NEW_PARAS","T_AU_OLD_PARAS_FAD; T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING; T_RISK; T_AUDITEE_ENT_TYPES; V_DASHBOARD_NEW_PARAS",""
"PKG_RPT.GET_DEPT_PERF_SUMMARY_DETAIL","PKG_RPT","GET_DEPT_PERF_SUMMARY_DETAIL","T_CURSOR; AIS_T_AU_POST_COMPLIANCE; T_AU_PLAN_ENG; T_AUDITEE_ENTITIES; T_AU_PLAN_ENG_LOG; T_AU_OBSERVATION","AIS_T_AU_POST_COMPLIANCE; BASE; DEDUP; AGG; T_AU_PLAN_ENG; T_AUDITEE_ENTITIES; T_AU_PLAN_ENG_LOG; T_AU_OBSERVATION; EX; OBS",""
"PKG_RPT.GET_AUDITOR_PERFORMANCE","PKG_RPT","GET_AUDITOR_PERFORMANCE","T_CURSOR; T_AU_PLAN_ENG; T_AUDITEE_ENTITIES; T_AU_OBSERVATION; T_AU_AUDIT_TEAM_TASKLIST; T_AUDIT_EMP; T_AU_TEAM_MEMBERS; T_CODE","T_AU_PLAN_ENG; T_AUDITEE_ENTITIES; T_AU_OBSERVATION; EX; T_AU_AUDIT_TEAM_TASKLIST; T_AUDIT_EMP; T_AU_TEAM_MEMBERS; OBS",""
"PKG_SM.P_GET_SAMPLE_ENTITIES","PKG_SM","P_GET_SAMPLE_ENTITIES","T_CURSOR; T_AU_SAMPLE_DATA; T_AU_PLAN_ENG; T_AU_AUDIT_TEAM_TASKLIST; T_AUDITEE_ENTITIES","T_AU_SAMPLE_DATA; T_AU_PLAN_ENG; T_AU_AUDIT_TEAM_TASKLIST; T_AUDITEE_ENTITIES",""
"PKG_SM.P_GET_SAMPLE","PKG_SM","P_GET_SAMPLE","T_CURSOR; T_AU_SAMPLE; T_AU_SAMPLE_DATA","T_AU_SAMPLE; T_AU_SAMPLE_DATA",""
"PKG_SM.P_ADD_SAMPLE_DATA","PKG_SM","P_ADD_SAMPLE_DATA","T_CURSOR; T_AUDITEE_ENTITIES; T_AU_PLAN_ENG; V_SAM_ACCOUNT; V_SAMPLING_OUT_LOANS_STATUS; V_SAMPLING_ZERO_RECOVERY; V_SAMPLING_CLOSED_LOANS; V_SAMPLING_DISB_LOANS; V_SAMPLING_PROD_LOANS; V_SAMPLING_DEVP_LOANS; T_AU_SAMPLE_DATA; T_AU_SAMPLE","T_AUDITEE_ENTITIES; T_AU_PLAN_ENG; V_SAM_ACCOUNT; V_SAMPLING_OUT_LOANS_STATUS; V_SAMPLING_ZERO_RECOVERY; V_SAMPLING_CLOSED_LOANS; V_SAMPLING_DISB_LOANS; V_SAMPLING_PROD_LOANS; V_SAMPLING_DEVP_LOANS; T_AU_SAMPLE_DATA; T_AU_SAMPLE; DUAL","T_AU_SAMPLE_DATA"
"PKG_SM.P_GET_ACCOUNT","PKG_SM","P_GET_ACCOUNT","T_CURSOR; T_SAMPLE_ACCOUNTS_DATA; T_AU_SAMPLE_BRANCH","T_SAMPLE_ACCOUNTS_DATA; T_AU_SAMPLE_BRANCH",""
"PKG_SM.P_GET_ACCOUNT_TRANSCATIONS","PKG_SM","P_GET_ACCOUNT_TRANSCATIONS","T_CURSOR; T_TRANSACTION; T_ACCOUNT; T_CUSTOMERACCOUNTS; T_CUSTOMER; T_BRANCH; T_TRANSACTIONMASTER; T_AUDITEE_ENTITIES; T_AU_PLAN_ENG; V_P_GET_ACCOUNT_TRANSCATIONS","BRANCH.T_TRANSACTION; BRANCH.T_ACCOUNT; BRANCH.T_CUSTOMERACCOUNTS; BRANCH.T_CUSTOMER; BRANCH.T_BRANCH; BRANCH.T_TRANSACTIONMASTER; T_AUDITEE_ENTITIES; T_AU_PLAN_ENG; V_P_GET_ACCOUNT_TRANSCATIONS",""
"PKG_SM.P_GET_ACCOUNT_TRANSCATIONS_MASTER","PKG_SM","P_GET_ACCOUNT_TRANSCATIONS_MASTER","T_CURSOR; T_TRANSACTION; T_ACCOUNT; T_CUSTOMERACCOUNTS; T_CUSTOMER; T_BRANCH; T_TRANSACTIONMASTER; T_AUDITEE_ENTITIES; V_P_GET_ACCOUNT_TRANSCATIONS_MASTER","BRANCH.T_TRANSACTION; BRANCH.T_ACCOUNT; BRANCH.T_CUSTOMERACCOUNTS; BRANCH.T_CUSTOMER; BRANCH.T_BRANCH; BRANCH.T_TRANSACTIONMASTER; T_AUDITEE_ENTITIES; V_P_GET_ACCOUNT_TRANSCATIONS_MASTER",""
"PKG_SM.P_GET_LOANS_SAMPLE","PKG_SM","P_GET_LOANS_SAMPLE","T_CURSOR; T_SAMPLE_LOANS_DATA","T_SAMPLE_LOANS_DATA",""
"PKG_SM.P_GET_LOAN_TRANSACTIONS","PKG_SM","P_GET_LOAN_TRANSACTIONS","T_CURSOR; T_LN_DISBURSEMENT; T_LN_TRANSACTION; T_LN_TRANSACTIONMASTER","ATAS.T_LN_DISBURSEMENT; ATAS.T_LN_TRANSACTION; ATAS.T_LN_TRANSACTIONMASTER",""
"PKG_SM.P_GET_LOAN_DOCUMENTS","PKG_SM","P_GET_LOAN_DOCUMENTS","T_CURSOR; T_LN_DISBURSEMENT; T_LN_LOAN_APP; T_BRANCH; T_LN_CUSTOMER_LOAN_APP; T_CUSTOMER; T_LOANINFORMATION; T_GENERAICDOCUMENT; T_DOCUMENTS; T_LOANDOCUMENTIMAGES; V_P_GET_LOAN_DOCUMENTS","ATAS.T_LN_DISBURSEMENT; ATAS.T_LN_LOAN_APP; ATAS.T_BRANCH; ATAS.T_LN_CUSTOMER_LOAN_APP; ATAS.T_CUSTOMER; SDMS.T_LOANINFORMATION; SDMS.T_GENERAICDOCUMENT; SDMS.T_DOCUMENTS; SDMS.T_LOANDOCUMENTIMAGES; V_P_GET_LOAN_DOCUMENTS",""
"PKG_SM.P_GET_LOAN_DOCUMENTS_IMAGE","PKG_SM","P_GET_LOAN_DOCUMENTS_IMAGE","T_CURSOR; V_T_LOANDOCUMENTIMAGES","DUAL; SDMS.V_T_LOANDOCUMENTIMAGES",""
"PKG_SM.P_ADD_SAMPLE_DATA_UPDATE","PKG_SM","P_ADD_SAMPLE_DATA_UPDATE","T_CURSOR; V_SAM_ACCOUNT; T_AU_SAMPLE_DATA; V_SAMPLING_OUT_LOANS_STATUS; V_SAMPLING_CLOSED_LOANS; V_SAMPLING_ZERO_RECOVERY; V_SAMPLING_PROD_LOANS; V_SAMPLING_DEVP_LOANS; V_SAMPLING_DISB_LOANS","V_SAM_ACCOUNT; V_SAMPLING_OUT_LOANS_STATUS; V_SAMPLING_CLOSED_LOANS; V_SAMPLING_ZERO_RECOVERY; V_SAMPLING_PROD_LOANS; V_SAMPLING_DEVP_LOANS; V_SAMPLING_DISB_LOANS; T_AU_SAMPLE_DATA; DUAL","T_AU_SAMPLE_DATA"
"PKG_SM.P_ADD_EXCEPTION_DATA","PKG_SM","P_ADD_EXCEPTION_DATA","T_CURSOR; T_EXCEPTION_ACCOUNTS_CUST; T_EXCEPTION_ACCOUNTS_TXN; T_EXCEPTION_ENG; T_EXCEPTION_ENG_BRANCHES; T_EXCEPTION_ACCOUNTS; T_EXCEPTION_ACCOUNTS_DATA; T_EXCEPTION_ENG_DATA","T_EXCEPTION_ACCOUNTS_CUST; T_EXCEPTION_ACCOUNTS_TXN; T_EXCEPTION_ENG; T_EXCEPTION_ENG_BRANCHES; T_EXCEPTION_ACCOUNTS; T_EXCEPTION_ACCOUNTS_DATA; T_EXCEPTION_ENG_DATA","T_EXCEPTION_ACCOUNTS_CUST; T_EXCEPTION_ACCOUNTS_TXN; T_EXCEPTION_ENG; T_EXCEPTION_ENG_BRANCHES; T_EXCEPTION_ACCOUNTS; T_EXCEPTION_ACCOUNTS_DATA; T_EXCEPTION_ENG_DATA"
"PKG_SM.T_AU_EXCEPTION_REPORT","PKG_SM","T_AU_EXCEPTION_REPORT","T_AU_EXCEPTION_REPORT; T_CURSOR; T_AU_EXCEPTION_REPORTS; T_EXCEPTION_ENG_DATA; T_AU_PLAN_ENG","T_AU_EXCEPTION_REPORTS; T_EXCEPTION_ENG_DATA; T_AU_PLAN_ENG",""
"PKG_SM.P_ADD_NEW_EXP_REPORT","PKG_SM","P_ADD_NEW_EXP_REPORT","T_CURSOR; T_AU_EXCEPTION_REPORTS","T_AU_EXCEPTION_REPORTS; DUAL","T_AU_EXCEPTION_REPORTS"
"PKG_SM.P_GET_EXCEPTION_REPORT_FORMAT","PKG_SM","P_GET_EXCEPTION_REPORT_FORMAT","T_AU_EXCEPTION_REPORTS_FORMAT","T_AU_EXCEPTION_REPORTS_FORMAT",""
"PKG_SM.P_INSERT_EXCEPTION_REPORT_FORMAT","PKG_SM","P_INSERT_EXCEPTION_REPORT_FORMAT","T_AU_EXCEPTION_REPORTS_FORMAT","","T_AU_EXCEPTION_REPORTS_FORMAT"
"PKG_SM.P_UPDATE_EXCEPTION_REPORT_FORMAT","PKG_SM","P_UPDATE_EXCEPTION_REPORT_FORMAT","T_AU_EXCEPTION_REPORTS_FORMAT","T_AU_EXCEPTION_REPORTS_FORMAT","T_AU_EXCEPTION_REPORTS_FORMAT"
"PKG_SM.P_GET_EXCEPTION_REPORT_DATA","PKG_SM","P_GET_EXCEPTION_REPORT_DATA","T_AU_EXCEPTION_REPORTS_FORMAT; T_EXCEPTION_ENG_DATA","T_AU_EXCEPTION_REPORTS_FORMAT; UNIFIED; T_EXCEPTION_ENG_DATA",""
"PKG_SM.P_GET_EXCEPTION_MONITOR_ENTITIES","PKG_SM","P_GET_EXCEPTION_MONITOR_ENTITIES","T_CURSOR; T_AU_PLAN_ENG; T_AUDITEE_ENTITIES; T_EXCEPTION_ENG_DATA; T_EXCEPTION_ERROR_LOG","T_AU_PLAN_ENG; T_AUDITEE_ENTITIES; T_EXCEPTION_ENG_DATA; T_EXCEPTION_ERROR_LOG",""
"PKG_SM.P_REGENERATE_EXCEPTION","PKG_SM","P_REGENERATE_EXCEPTION","V_ERRMSG; V_ERR_STACK; V_ERR_BT; T_EXCEPTION_ENG; T_EXCEPTION_ERROR_LOG","T_EXCEPTION_ENG","T_EXCEPTION_ENG; T_EXCEPTION_ERROR_LOG"
"PKG_SM.P_GET_EXCEPTION_MONITOR_DETAILS","PKG_SM","P_GET_EXCEPTION_MONITOR_DETAILS","T_CURSOR; T_AU_PLAN_ENG; T_AUDITEE_ENTITIES; T_AU_EXCEPTION_REPORTS; T_EXCEPTION_ENG_DATA; V_EXCEPTION_ALL_REPORTS","MASTER; T_AU_PLAN_ENG; T_AUDITEE_ENTITIES; T_AU_EXCEPTION_REPORTS; T_EXCEPTION_ENG_DATA; V_EXCEPTION_ALL_REPORTS",""
"PKG_SM.P_GET_LOANS_EXCEPTIONS","PKG_SM","P_GET_LOANS_EXCEPTIONS","T_CURSOR; V_BRANCH_CODE; V_START_DATE; V_END_DATE; T_AU_PLAN_ENG; V_P_GET_LOANS_EXCEPTIONS","T_AU_PLAN_ENG; V_P_GET_LOANS_EXCEPTIONS; DUAL",""
