"ProcedureCall","PackageName","ProcedureName","ObjectRefs","ReadObjects","WriteObjects"
"PKG_AD.P_AUDIT_OBSERVATION_REVERSAL","PKG_AD","P_AUDIT_OBSERVATION_REVERSAL","T_CURSOR; M_F; T_AU_OBSERVATION; T_AU_OBSERVATION_STATUS; T_AU_OBSERVATION_ASSIGNEDTO; T_AU_OBSERVATIONS_AUDITEE_RESPONSE; T_AU_OBSERVATIONS_AUDITEE_EVIDENCES; T_AU_OBSERVATIONS_AUDITOR_RECOMMENDATION; T_AU_OBSERVATION_TEXT; T_AU_OBSERVATIONS_AUDITOR_REPLY","DUAL; T_AU_OBSERVATION; T_AU_OBSERVATION_STATUS; T_AU_OBSERVATION_ASSIGNEDTO; T_AU_OBSERVATIONS_AUDITEE_RESPONSE; T_AU_OBSERVATIONS_AUDITEE_EVIDENCES; T_AU_OBSERVATIONS_AUDITOR_RECOMMENDATION; T_AU_OBSERVATIONS_AUDITOR_REPLY","T_AU_OBSERVATION; T_AU_OBSERVATION_ASSIGNEDTO; T_AU_OBSERVATIONS_AUDITEE_RESPONSE; T_AU_OBSERVATIONS_AUDITEE_EVIDENCES; T_AU_OBSERVATIONS_AUDITOR_RECOMMENDATION; T_AU_OBSERVATION_TEXT; T_AU_OBSERVATIONS_AUDITOR_REPLY"
"PKG_AD.P_GET_AUDITEE_ENTITIES","PKG_AD","P_GET_AUDITEE_ENTITIES","T_ID; T_CURSOR; T_AUDITEE_ENTITIES; T_AUDITEE_ENT_TYPES","T_AUDITEE_ENTITIES; T_AUDITEE_ENT_TYPES",""
"PKG_AD.P_GETRISKPROCESSTRANSACTIONS","PKG_AD","P_GETRISKPROCESSTRANSACTIONS","T_CURSOR; V_NAME; T_AUDIT_CHECKLIST_DETAILS; T_AUDIT_CHECKLIST_SUB; T_AUDIT_CHECKLIST; T_ID; T_R_SUB_GROUP; V_ID; T_HR_DESIGNATIONS; T_AUDITEE_ENTITIES","T_AUDIT_CHECKLIST_DETAILS; T_AUDIT_CHECKLIST_SUB; T_AUDIT_CHECKLIST; T_R_SUB_GROUP; T_HR_DESIGNATIONS; T_AUDITEE_ENTITIES",""
"PKG_AD.P_GETAUDITEEENTITYTYPES","PKG_AD","P_GETAUDITEEENTITYTYPES","T_CURSOR; T_AUDITEE_ENT_TYPES","T_AUDITEE_ENT_TYPES",""
"PKG_AD.P_GET_AUDITEE_ENTITIES_MAPPING","PKG_AD","P_GET_AUDITEE_ENTITIES_MAPPING","T_ID; T_CURSOR; V_GET_PARENT_OFFICE","V_GET_PARENT_OFFICE",""
"PKG_AD.P_ADD_ENTITIES_MAPPING","PKG_AD","P_ADD_ENTITIES_MAPPING","T_CURSOR; V_F; T_F; T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING","T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING; DUAL","T_AUDITEE_ENTITIES_MAPING"
"PKG_AD.P_UPDATE_ENTITIES_MAPPING","PKG_AD","P_UPDATE_ENTITIES_MAPPING","T_CURSOR; T_F; T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING","T_AUDITEE_ENTITIES; DUAL","T_AUDITEE_ENTITIES_MAPING"
"PKG_AD.P_GET_HR_ENTITIES","PKG_AD","P_GET_HR_ENTITIES","T_CURSOR; V_GET_HR_ENTITIES","V_GET_HR_ENTITIES",""
"PKG_AD.P_GET_AIS_ENTITIES","PKG_AD","P_GET_AIS_ENTITIES","T_CURSOR; T_AUDITEE_ENTITIES","T_AUDITEE_ENTITIES",""
"PKG_AD.P_GET_ERP_ENTITIES","PKG_AD","P_GET_ERP_ENTITIES","T_CURSOR; V_ERP_DEPARTMENTS","DUAL; V_ERP_DEPARTMENTS",""
"PKG_AD.P_GET_CBAS_ENTITIES","PKG_AD","P_GET_CBAS_ENTITIES","T_CURSOR; V_GET_CBAS_ENTITIES","V_GET_CBAS_ENTITIES",""
"PKG_AD.P_GET_AUDITEE_ENGAGEMENT","PKG_AD","P_GET_AUDITEE_ENGAGEMENT","T_CURSOR; T_AU_PLAN_ENG; T_AUDITEE_ENTITIES","T_AU_PLAN_ENG; T_AUDITEE_ENTITIES",""
"PKG_AD.P_GETAUDITEERISK","PKG_AD","P_GETAUDITEERISK","T_CURSOR; T_AU_ENTITIES_GROUP_RISK","T_AU_ENTITIES_GROUP_RISK",""
"PKG_AD.P_GETAUDITEERISK_DETAILS","PKG_AD","P_GETAUDITEERISK_DETAILS","T_CURSOR; T_AU_ENTITIES_GROUP_RISK_DETAILS","T_AU_ENTITIES_GROUP_RISK_DETAILS",""
"PKG_AD.P_GET_ENTITY_RISK","PKG_AD","P_GET_ENTITY_RISK","T_CURSOR; T_AU_ENTITIES_PERIOD_RISK; V_GET_PARENT_OFFICE","T_AU_ENTITIES_PERIOD_RISK; V_GET_PARENT_OFFICE",""
"PKG_AD.P_GET_SUB_CHECKLIST_MERGER_FOR_REVIEW","PKG_AD","P_GET_SUB_CHECKLIST_MERGER_FOR_REVIEW","T_CURSOR; M_SID; T_AUDIT_CHECKLIST_SUB; T_AUDIT_CHECKLIST_SUB_MERGER","T_AUDIT_CHECKLIST_SUB; T_AUDIT_CHECKLIST_SUB_MERGER",""
"PKG_AD.P_GET_CHECKLIST_MERGER_FOR_REVIEW","PKG_AD","P_GET_CHECKLIST_MERGER_FOR_REVIEW","T_CURSOR; T_ID; M_CID; T_AUDIT_CHECKLIST; T_AUDIT_CHECKLIST_MERGER","T_AUDIT_CHECKLIST; T_AUDIT_CHECKLIST_MERGER",""
"PKG_AD.P_GET_CHECKLISTDETAIL_FOR_DUPLICATE","PKG_AD","P_GET_CHECKLISTDETAIL_FOR_DUPLICATE","T_CURSOR; V_ID; T_NAME; T_AUDIT_CHECKLIST_DETAILS; T_AUDIT_CHECKLIST_SUB; T_AUDIT_CHECKLIST_DETAILS_CHANGE","T_AUDIT_CHECKLIST_DETAILS; T_AUDIT_CHECKLIST_SUB; T_AUDIT_CHECKLIST_DETAILS_CHANGE",""
"PKG_AD.P_REMOVE_DUPLICATE_CHECKLIST_DETAILS","PKG_AD","P_REMOVE_DUPLICATE_CHECKLIST_DETAILS","T_AUDIT_CHECKLIST_DETAIL_DUPLICATE","","T_AUDIT_CHECKLIST_DETAIL_DUPLICATE"
"PKG_AD.P_MERGE_SUB_CHECKLIST","PKG_AD","P_MERGE_SUB_CHECKLIST","T_CURSOR; T_AUDIT_CHECKLIST_SUB; T_AUDIT_CHECKLIST_SUB_MERGER; M_SID","T_AUDIT_CHECKLIST_SUB; T_AUDIT_CHECKLIST_SUB_MERGER; DUAL","T_AUDIT_CHECKLIST_SUB_MERGER"
"PKG_AD.P_MERGE_CHECKLIST","PKG_AD","P_MERGE_CHECKLIST","T_CURSOR; T_AUDIT_CHECKLIST; T_ID; T_AUDIT_CHECKLIST_MERGER; M_CID","T_AUDIT_CHECKLIST; T_AUDIT_CHECKLIST_MERGER; DUAL","T_AUDIT_CHECKLIST_MERGER"
"PKG_AD.P_GET_DUPLICATE_CHECKLIST_DETAILS_DROPDOWN","PKG_AD","P_GET_DUPLICATE_CHECKLIST_DETAILS_DROPDOWN","T_CURSOR; T_AUDIT_CHECKLIST_DETAIL_DUPLICATE; T_AUDIT_CHECKLIST_DETAILS","T_AUDIT_CHECKLIST_DETAIL_DUPLICATE; T_AUDIT_CHECKLIST_DETAILS",""
"PKG_AD.P_GET_DUPLICATE_CHECKLIST_DETAILS","PKG_AD","P_GET_DUPLICATE_CHECKLIST_DETAILS","T_CURSOR; T_AUDIT_CHECKLIST_DETAIL_DUPLICATE; T_AUDIT_CHECKLIST_DETAILS","T_AUDIT_CHECKLIST_DETAIL_DUPLICATE; T_AUDIT_CHECKLIST_DETAILS",""
"PKG_AD.P_GET_DUPLICATE_CHECKLIST_DETAILS_COUNT","PKG_AD","P_GET_DUPLICATE_CHECKLIST_DETAILS_COUNT","T_CURSOR; T_AU_OLD_PARAS_FAD; T_AUDIT_CHECKLIST_DETAIL_DUPLICATE; T_AU_OBSERVATION","T_AU_OLD_PARAS_FAD; T_AUDIT_CHECKLIST_DETAIL_DUPLICATE; T_AU_OBSERVATION; DUAL",""
"PKG_AD.P_AUTHORIZE_MERGER_CHECKLIST","PKG_AD","P_AUTHORIZE_MERGER_CHECKLIST","M_CID; T_CURSOR; T_AUDIT_CHECKLIST_SUB; T_ID; T_AUDIT_CHECKLIST","DUAL","T_AUDIT_CHECKLIST_SUB"
"PKG_AD.P_AUTHORIZE_MERGER_CHECKLIST_SUB","PKG_AD","P_AUTHORIZE_MERGER_CHECKLIST_SUB","M_SID; T_CURSOR; T_AUDIT_CHECKLIST_DETAILS; T_AUDIT_CHECKLIST_DETAILS_CHANGE; T_AUDIT_CHECKLIST_SUB_MERGER; T_AUDIT_CHECKLIST_SUB; T_AUDIT_CHECKLIST_SUB_CHANGE","DUAL","T_AUDIT_CHECKLIST_DETAILS; T_AUDIT_CHECKLIST_DETAILS_CHANGE; T_AUDIT_CHECKLIST_SUB_MERGER"
"PKG_AD.P_AUTHORIZE_DUPLICATE_CHECKLIST_DETAILS","PKG_AD","P_AUTHORIZE_DUPLICATE_CHECKLIST_DETAILS","T_CURSOR; T_AU_OLD_PARAS_FAD; T_AUDIT_CHECKLIST_DETAIL_DUPLICATE; T_AU_OBSERVATION; T_AUDIT_CHECKLIST_DETAILS","T_AUDIT_CHECKLIST_DETAIL_DUPLICATE; DUAL","T_AU_OLD_PARAS_FAD; T_AU_OBSERVATION; T_AUDIT_CHECKLIST_DETAILS; T_AUDIT_CHECKLIST_DETAIL_DUPLICATE"
"PKG_AD.P_GET_USER_ROLE_TYPE","PKG_AD","P_GET_USER_ROLE_TYPE","T_CURSOR; T_GROUP_RIGHTS; T_GROUPS","T_GROUP_RIGHTS; T_GROUPS",""
"PKG_AD.P_GET_NEW_USER","PKG_AD","P_GET_NEW_USER","T_CURSOR; V_AIS_NEW_USER; V_SERVICE_EMPLOYEEINFO; T_AUDIT_EMP","V_AIS_NEW_USER; V_SERVICE_EMPLOYEEINFO; T_AUDIT_EMP",""
"PKG_AD.P_UPDATE_NEW_USER","PKG_AD","P_UPDATE_NEW_USER","T_CURSOR; T_USER; V_AIS_NEW_USER_FOR_ADDITION; T_USER_MAPING; T_GROUP_RIGHTS","T_USER; V_AIS_NEW_USER_FOR_ADDITION; T_USER_MAPING; T_GROUP_RIGHTS; DUAL","T_USER; T_USER_MAPING"
"PKG_AD.P_GET_DETAILS_FOR_ENTITY_SHIFTING","PKG_AD","P_GET_DETAILS_FOR_ENTITY_SHIFTING","T_CURSOR; T_AUDITEE_ENTITIES; T_AU_PLAN_ENG; T_AU_OBSERVATION_FAD; T_AUDITEE_ENTITIES_SIZE; T_AUDITEE_ENTITIES_SIZE_DISC; T_AUDITEE_ENTITIES_RISK; T_RISK; T_AU_POST_COMPLIANCE_SETTLEMETMENT_HISTORY","T_AUDITEE_ENTITIES; T_AU_PLAN_ENG; T_AU_OBSERVATION_FAD; T_AUDITEE_ENTITIES_SIZE; T_AUDITEE_ENTITIES_SIZE_DISC; T_AUDITEE_ENTITIES_RISK; T_RISK; T_AU_POST_COMPLIANCE_SETTLEMETMENT_HISTORY",""
"PKG_AD.P_GET_ENTITIES_TYPES","PKG_AD","P_GET_ENTITIES_TYPES","T_CURSOR; T_AUDITEE_ENT_TYPES","T_AUDITEE_ENT_TYPES",""
"PKG_AD.P_UPDATE_ENTITIES_TYPES","PKG_AD","P_UPDATE_ENTITIES_TYPES","T_CURSOR; T_AUDITEE_ENT_TYPES","DUAL","T_AUDITEE_ENT_TYPES"
"PKG_AD.P_GET_ENTITIES_RELATIONSHIP","PKG_AD","P_GET_ENTITIES_RELATIONSHIP","T_CURSOR; T_AUDITEE_ENT_RELATION; T_AUDITEE_ENTITIES","T_AUDITEE_ENT_RELATION; T_AUDITEE_ENTITIES",""
"PKG_AD.P_GET_ENTITIES_MAPPING_REPORTING","PKG_AD","P_GET_ENTITIES_MAPPING_REPORTING","T_CURSOR; T_AUDITEE_ENTITIES_MAPING_REPORTING","T_AUDITEE_ENTITIES_MAPING_REPORTING",""
"PKG_AD.P_GET_ENTITIES_MAPPING","PKG_AD","P_GET_ENTITIES_MAPPING","T_CURSOR; T_AUDITEE_ENTITIES_MAPING","T_AUDITEE_ENTITIES_MAPING",""
"PKG_AD.P_GET_ENTITIES","PKG_AD","P_GET_ENTITIES","T_CURSOR; T_AUDITEE_ENTITIES_MAPING","T_AUDITEE_ENTITIES_MAPING",""
"PKG_AD.P_ADD_ENTITY_SHIFTING","PKG_AD","P_ADD_ENTITY_SHIFTING","T_CURSOR; T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING; T_AUDITEE_ENTITIES_SIZE; T_AUDITEE_ENTITIES_RISK; T_AU_ENTITY_SHIFTING; T_AU_OBSERVATION_SHIFTING; T_AU_OBSERVATION_FAD; T_AUDITEE_ENT_TYPES; T_AU_OBSERVATION; T_AU_OLD_PARAS_FAD; T_AU_OBSERVATION_OLD_CAD_PARAS; AIS_T_AU_POST_COMPLIANCE","T_AUDITEE_ENTITIES; DUAL; T_AUDITEE_ENTITIES_MAPING; T_AUDITEE_ENTITIES_RISK; T_AU_ENTITY_SHIFTING; T_AU_OBSERVATION_SHIFTING; T_AU_OBSERVATION_FAD; T_AUDITEE_ENT_TYPES","T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING; T_AUDITEE_ENTITIES_SIZE; T_AUDITEE_ENTITIES_RISK; T_AU_ENTITY_SHIFTING; T_AU_OBSERVATION_SHIFTING; T_AU_OBSERVATION; T_AU_OLD_PARAS_FAD; T_AU_OBSERVATION_OLD_CAD_PARAS; AIS_T_AU_POST_COMPLIANCE"
"PKG_AD.P_SHIFT_BR_TO_ISLAMIC","PKG_AD","P_SHIFT_BR_TO_ISLAMIC","T_CURSOR; T_AU_PLAN_ENG; T_AU_OBSERVATION; T_AU_OBSERVATION_ASSIGNEDTO; AIS_T_AU_POST_COMPLIANCE; T_AU_AUDIT_TEAM_TASKLIST","T_AU_PLAN_ENG; C.PARA_ADDED_ON; SYSDATE; DUAL","T_AU_PLAN_ENG; T_AU_OBSERVATION; T_AU_OBSERVATION_ASSIGNEDTO; AIS_T_AU_POST_COMPLIANCE; T_AU_AUDIT_TEAM_TASKLIST"
"PKG_AD.P_GET_ROLES_FOR_COMPLIANCE_FLOW","PKG_AD","P_GET_ROLES_FOR_COMPLIANCE_FLOW","T_CURSOR; T_GROUPS","T_GROUPS",""
"PKG_AD.P_GET_ENT_TYPES_FOR_COMPLIANCE_FLOW","PKG_AD","P_GET_ENT_TYPES_FOR_COMPLIANCE_FLOW","T_CURSOR; T_AUDITEE_ENT_TYPES","T_AUDITEE_ENT_TYPES",""
"PKG_AD.P_GET_ENT_TYPES_FOR_HR_DESIGNATION","PKG_AD","P_GET_ENT_TYPES_FOR_HR_DESIGNATION","T_CURSOR; T_AUDITEE_ENT_TYPES","T_AUDITEE_ENT_TYPES",""
"PKG_AD.P_GET_COMPLIANCE_STATUSES_FOR_COMPLIANCE_FLOW","PKG_AD","P_GET_COMPLIANCE_STATUSES_FOR_COMPLIANCE_FLOW","T_CURSOR; T_AU_OBSERVATION_STATUS","T_AU_OBSERVATION_STATUS",""
"PKG_AD.P_GET_ENTITY_TYPE_COMPLIANCE_FLOW","PKG_AD","P_GET_ENTITY_TYPE_COMPLIANCE_FLOW","T_CURSOR; T_AUDITEE_ENT_TYPES; T_GROUPS; T_AU_OBSERVATION_STATUS; T_AU_POST_COMPLIANCE_FLOW","T_AUDITEE_ENT_TYPES; T_GROUPS; T_AU_OBSERVATION_STATUS; T_AU_POST_COMPLIANCE_FLOW",""
"PKG_AD.P_ADD_UPDATE_COMPLIANCE_FLOW","PKG_AD","P_ADD_UPDATE_COMPLIANCE_FLOW","T_CURSOR; T_AU_POST_COMPLIANCE_FLOW","T_AU_POST_COMPLIANCE_FLOW; DUAL","T_AU_POST_COMPLIANCE_FLOW; SET"
"PKG_AD.P_GET_HR_DESIGNATION_RIGHT","PKG_AD","P_GET_HR_DESIGNATION_RIGHT","T_CURSOR; T_GROUP_RIGHTS","T_GROUP_RIGHTS",""
"PKG_AD.P_UPDATE_HR_DESIGNATION_RIGHT","PKG_AD","P_UPDATE_HR_DESIGNATION_RIGHT","M_ID; T_CURSOR; T_GROUP_RIGHTS; T_HR_DESIGNATIONS; T_GROUPS","T_HR_DESIGNATIONS; T_GROUPS; DUAL","T_GROUP_RIGHTS"
"PKG_AD.P_ADD_HR_DESIGNATION_RIGHT","PKG_AD","P_ADD_HR_DESIGNATION_RIGHT","T_CURSOR; T_GROUP_RIGHTS; T_HR_DESIGNATIONS; T_GROUPS","T_GROUP_RIGHTS; T_HR_DESIGNATIONS; DUAL","T_GROUP_RIGHTS"
"PKG_AD.P_GET_OBS_STATUS","PKG_AD","P_GET_OBS_STATUS","T_CURSOR; T_AU_OBSERVATION_STATUS","T_AU_OBSERVATION_STATUS",""
"PKG_AD.P_ADD_OBS_STATUS","PKG_AD","P_ADD_OBS_STATUS","T_CURSOR; T_AU_OBSERVATION_STATUS","T_AU_OBSERVATION_STATUS; DUAL","T_AU_OBSERVATION_STATUS"
"PKG_AD.P_UPDATE_OBS_STATUS","PKG_AD","P_UPDATE_OBS_STATUS","T_CURSOR; T_AU_OBSERVATION_STATUS","DUAL","T_AU_OBSERVATION_STATUS"
"PKG_AD.P_GET_ENTITIES_AUDIT_DEPARTMENT","PKG_AD","P_GET_ENTITIES_AUDIT_DEPARTMENT","T_CURSOR; T_AUDIT_DEPARTMENTS","T_AUDIT_DEPARTMENTS",""
"PKG_AD.P_UPDATE_ENTITIES_AUDIT_DEPARTMENT","PKG_AD","P_UPDATE_ENTITIES_AUDIT_DEPARTMENT","T_CURSOR; T_AUDIT_DEPARTMENTS","DUAL","T_AUDIT_DEPARTMENTS"
"PKG_AD.P_GET_ALL_MENU","PKG_AD","P_GET_ALL_MENU","T_CURSOR; T_MENU","T_MENU",""
"PKG_AD.P_GET_SUB_MENUS","PKG_AD","P_GET_SUB_MENUS","M_ID; T_CURSOR; T_MENU_SUB","T_MENU_SUB",""
"PKG_AD.P_ADD_NEW_SUB_MENU","PKG_AD","P_ADD_NEW_SUB_MENU","M_ID; T_CURSOR; T_MENU_SUB","T_MENU_SUB; DUAL","T_MENU_SUB"
"PKG_AD.P_UPDATE_SUB_MENU","PKG_AD","P_UPDATE_SUB_MENU","M_ID; T_CURSOR; T_MENU_SUB","DUAL","T_MENU_SUB"
"PKG_AD.P_GET_ALL_PAGES","PKG_AD","P_GET_ALL_PAGES","M_ID; T_CURSOR; T_MENU_PAGES; T_MENU; T_MENU_SUB","T_MENU_PAGES; T_MENU; T_MENU_SUB",""
"PKG_AD.P_ADD_NEW_PAGE","PKG_AD","P_ADD_NEW_PAGE","M_ID; T_CURSOR; T_MENU_PAGES","T_MENU_PAGES; DUAL","T_MENU_PAGES"
"PKG_AD.P_UPDATE_PAGE","PKG_AD","P_UPDATE_PAGE","M_ID; T_CURSOR; T_MENU_PAGES","DUAL","T_MENU_PAGES"
"PKG_AD.P_GET_COMPLIANCE_OFFICE","PKG_AD","P_GET_COMPLIANCE_OFFICE","T_CURSOR; V_GET_COMPLIANCE_REVIEWER_APPROVER; T_AUDITEE_ENTITIES","V_GET_COMPLIANCE_REVIEWER_APPROVER; T_AUDITEE_ENTITIES",""
"PKG_AD.P_UPDATE_ENTITY_COMP","PKG_AD","P_UPDATE_ENTITY_COMP","T_CURSOR; T_AUDITEE_ENTITIES; T_AUDITEE_ENTITIES_MAPING_COM","T_AUDITEE_ENTITIES_MAPING_COM; DUAL","T_AUDITEE_ENTITIES"
"PKG_AD.P_GET_ENTITY_FOR_PARA_RECONSILATION","PKG_AD","P_GET_ENTITY_FOR_PARA_RECONSILATION","T_CURSOR; T_AUDITEE_ENTITIES","T_AUDITEE_ENTITIES",""
"PKG_AD.P_ADD_BRANCH_RISK_RATING","PKG_AD","P_ADD_BRANCH_RISK_RATING","T_CURSOR; T_RISK_BRANCH_WISE; T_BRANCH_RISK_RATING; T_R_SUB_GROUP; T_R_GROUP; V_ID; T_AU_OBSERVATION; T_AU_PLAN_ENG; T_AU_PERIOD; T_AUDIT_CHECKLIST_DETAILS; T_COSO_RATING","T_RISK_BRANCH_WISE; T_BRANCH_RISK_RATING; T_R_SUB_GROUP; T_R_GROUP; T_AU_OBSERVATION; T_AU_PLAN_ENG; T_AU_PERIOD; T_AUDIT_CHECKLIST_DETAILS; SYSDATE; T_COSO_RATING; DUAL","T_RISK_BRANCH_WISE; T_BRANCH_RISK_RATING"
"PKG_AD.P_GET_TRADITIONAL_RISK_RATING","PKG_AD","P_GET_TRADITIONAL_RISK_RATING","T_CURSOR; T_R_GROUP; T_R_SUB_GROUP; T_RISK_BRANCH_WISE","T_R_GROUP; T_R_SUB_GROUP; T_RISK_BRANCH_WISE",""
"PKG_AD.P_GET_SUBCHECKILIST","PKG_AD","P_GET_SUBCHECKILIST","T_CURSOR; T_ID; T_AUDIT_CHECKLIST_SUB; T_AUDIT_CHECKLIST_SUB_MERGER","T_AUDIT_CHECKLIST_SUB; T_AUDIT_CHECKLIST_SUB_MERGER",""
"PKG_AD.P_UPDATE_COM_OFFICER","PKG_AD","P_UPDATE_COM_OFFICER","T_CURSOR; T_AUDITEE_ENTITIES_MAPING_COM; T_AUDITEE_ENTITIES","T_AUDITEE_ENTITIES_MAPING_COM; DUAL","T_AUDITEE_ENTITIES_MAPING_COM; T_AUDITEE_ENTITIES"
"PKG_AD.P_ADD_COM_OFFICER","PKG_AD","P_ADD_COM_OFFICER","T_CURSOR; T_AUDITEE_ENTITIES_MAPING_COM","T_AUDITEE_ENTITIES_MAPING_COM; DUAL","T_AUDITEE_ENTITIES_MAPING_COM"
"PKG_AD.P_GET_GM_OFFICE","PKG_AD","P_GET_GM_OFFICE","T_CURSOR; T_AUDITEE_ENTITIES","T_AUDITEE_ENTITIES",""
"PKG_AD.P_GET_RPT_OFFICE","PKG_AD","P_GET_RPT_OFFICE","T_CURSOR; T_AUDITEE_ENTITIES","T_AUDITEE_ENTITIES",""
"PKG_AD.P_UPDATE_GM_OFFICE_RELATIONSHIP","PKG_AD","P_UPDATE_GM_OFFICE_RELATIONSHIP","T_CURSOR; T_AUDITEE_ENTITIES_MAPING","DUAL","T_AUDITEE_ENTITIES_MAPING"
"PKG_AD.P_UPDATE_RPT_OFFICE_RELATIONSHIP","PKG_AD","P_UPDATE_RPT_OFFICE_RELATIONSHIP","T_CURSOR; T_AUDITEE_ENTITIES_MAPING","DUAL","T_AUDITEE_ENTITIES_MAPING"
"PKG_AD.P_GET_LATEST_PARA_DETAILS","PKG_AD","P_GET_LATEST_PARA_DETAILS","T_CURSOR; AIS_T_AU_POST_COMPLIANCE","AIS_T_AU_POST_COMPLIANCE",""
"PKG_AD.P_UPDATE_PARA_AIS_POST_COMPLIANCE","PKG_AD","P_UPDATE_PARA_AIS_POST_COMPLIANCE","T_CURSOR; AIS_T_AU_POST_COMPLIANCE","DUAL","AIS_T_AU_POST_COMPLIANCE"
"PKG_AD.P_GET_AUDIT_EMP","PKG_AD","P_GET_AUDIT_EMP","T_CURSOR; T_AUDIT_EMP","T_AUDIT_EMP",""
"PKG_AD.P_GET_HR_RANK","PKG_AD","P_GET_HR_RANK","T_CURSOR; V_HR_RANK","V_HR_RANK",""
"PKG_AD.P_GET_CERTIFICATION","PKG_AD","P_GET_CERTIFICATION","T_CURSOR; V_HR_RANK","V_HR_RANK",""
"PKG_AD.P_GET_HR_DESIGNATION","PKG_AD","P_GET_HR_DESIGNATION","T_CURSOR; V_HR_DESIGNATIONS","V_HR_DESIGNATIONS",""
"PKG_AD.P_GET_QUALIFICATION","PKG_AD","P_GET_QUALIFICATION","T_CURSOR; V_HR_QUALIFICATIONS","V_HR_QUALIFICATIONS",""
"PKG_AD.P_GET_QUALIFICATION_SPECIALIZATION","PKG_AD","P_GET_QUALIFICATION_SPECIALIZATION","T_CURSOR; V_HR_QUALIFICATIONS","V_HR_QUALIFICATIONS",""
"PKG_AD.P_GET_HR_POSTING","PKG_AD","P_GET_HR_POSTING","T_CURSOR; T_AUDITEE_ENTITIES","T_AUDITEE_ENTITIES",""
"PKG_AD.P_GET_AUDIT_MANPOWER","PKG_AD","P_GET_AUDIT_MANPOWER","T_CURSOR; T_AUDIT_EMP","T_AUDIT_EMP",""
"PKG_AD.P_GET_PUBLIC_HOLIDAYS","PKG_AD","P_GET_PUBLIC_HOLIDAYS","TBL_PUBLIC_HOLIDAYS","TBL_PUBLIC_HOLIDAYS",""
"PKG_AD.P_GET_PUBLIC_HOLIDAY_DAY","PKG_AD","P_GET_PUBLIC_HOLIDAY_DAY","TBL_PUBLIC_HOLIDAYS","TBL_PUBLIC_HOLIDAYS",""
"PKG_AD.P_INSERT_PUBLIC_HOLIDAY","PKG_AD","P_INSERT_PUBLIC_HOLIDAY","V_YEAR; V_COUNT; TBL_PUBLIC_HOLIDAYS","DATE; TBL_PUBLIC_HOLIDAYS","TBL_PUBLIC_HOLIDAYS"
"PKG_AD.P_GET_VERSION_HISTORY","PKG_AD","P_GET_VERSION_HISTORY","T_IAS_VERSION_HISTORY","T_IAS_VERSION_HISTORY",""
"PKG_AD.P_ADD_VERSION_HISTORY","PKG_AD","P_ADD_VERSION_HISTORY","T_IAS_VERSION_HISTORY","","T_IAS_VERSION_HISTORY; AN"
"PKG_AD.P_UPDATE_VERSION_HISTORY","PKG_AD","P_UPDATE_VERSION_HISTORY","T_IAS_VERSION_HISTORY","","T_IAS_VERSION_HISTORY"
"PKG_AD.P_GET_ROLE_DASHBOARD_PAGES","PKG_AD","P_GET_ROLE_DASHBOARD_PAGES","T_ROLE_DASHBOARD_PAGES; T_MENU_PAGES","T_ROLE_DASHBOARD_PAGES; T_MENU_PAGES",""
"PKG_AD.P_MAINT_ROLE_DASHBOARD_PAGE","PKG_AD","P_MAINT_ROLE_DASHBOARD_PAGE","T_ROLE_DASHBOARD_PAGES","","T_ROLE_DASHBOARD_PAGES"
"PKG_AD.P_GET_ROLE_DASHBOARD_CONFIG","PKG_AD","P_GET_ROLE_DASHBOARD_CONFIG","T_ROLE_DASHBOARD_PAGES; T_MENU_PAGES","T_ROLE_DASHBOARD_PAGES; T_MENU_PAGES",""
"PKG_AD.P_GET_API_MASTER","PKG_AD","P_GET_API_MASTER","T_AU_API_MASTER","T_AU_API_MASTER",""
"PKG_AD.P_MAINT_API_MASTER","PKG_AD","P_MAINT_API_MASTER","T_AU_API_MASTER","","T_AU_API_MASTER"
"PKG_AD.P_CHECK_API_UNIQUE","PKG_AD","P_CHECK_API_UNIQUE","T_AU_API_MASTER","T_AU_API_MASTER",""
"PKG_AD.P_MAINT_API_MASTER","PKG_AD","P_MAINT_API_MASTER","T_AU_API_MASTER","","T_AU_API_MASTER"
"PKG_AD.P_GET_DASHBOARD_QUICK_LINKS","PKG_AD","P_GET_DASHBOARD_QUICK_LINKS","V_COUNT; T_ROLE_DASHBOARD_PAGES; T_MENU_PAGES; T_USER_GROUP_MAP","T_ROLE_DASHBOARD_PAGES; T_MENU_PAGES; T_USER_GROUP_MAP",""
"PKG_AD.P_GET_USER_ENTITIES","PKG_AD","P_GET_USER_ENTITIES","T_USER_ENTITIES; T_AUDITEE_ENTITIES; T_GROUPS","T_USER_ENTITIES; T_AUDITEE_ENTITIES; T_GROUPS",""
"PKG_AD.P_GET_ALL_CONTROLLER","PKG_AD","P_GET_ALL_CONTROLLER","T_AU_API_MASTER","T_AU_API_MASTER",""
