"ProcedureCall","PackageName","Status","Methods","Modules","ReadObjects","WriteObjects","ObjectRefs","MappingFound"
"PKG_HD.P_GET_LEGACY_PARA_TO_AUTHORIZE","PKG_HD","Confirmed Active","GetAddedLegacyParaForAuthorize","HD","T_AU_OBSERVATION_OLD_CAD_PARAS; T_AUDITEE_ENTITIES; T_AU_OLD_PARAS_FAD; T_AU_OLD_AUDIT_NATURE; T_AU_OLD_AUDIT_PERIOD","","T_CURSOR; T_AU_OBSERVATION_OLD_CAD_PARAS; T_AUDITEE_ENTITIES; T_AU_OLD_PARAS_FAD; T_AU_OLD_AUDIT_NATURE; T_AU_OLD_AUDIT_PERIOD","True"
"PKG_HD.P_AUTHORIZE_LEGACY_PARA_ADDITION","PKG_HD","Confirmed Active","AuthorizeLegacyParaAddition","HD","DUAL; T_AU_ERROR_LOGS","T_AU_OBSERVATION_OLD_CAD_PARAS; T_AU_OLD_PARAS_FAD; T_AU_ERROR_LOGS","T_CURSOR; T_AU_OBSERVATION_OLD_CAD_PARAS; T_AU_OLD_PARAS_FAD; T_AU_ERROR_LOGS","True"
"PKG_HD.P_REFEREDBACK_DEL_PARA","PKG_HD","Confirmed Active","DeleteLegacyParaAdditionRequest","HD","T_AU_OBSERVATION_OLD_CAD_PARAS; T_AU_OLD_PARAS_FAD; DUAL; T_AU_ERROR_LOGS","T_AU_OBSERVATION_OLD_CAD_PARAS; T_AU_OLD_PARAS_FAD; T_AU_ERROR_LOGS","T_CURSOR; T_AU_OBSERVATION_OLD_CAD_PARAS; T_AU_OLD_PARAS_FAD; T_AU_ERROR_LOGS","True"
"PKG_HD.P_GETNEWPARASTEXT","PKG_HD","Low-Confidence / Needs Verification","GetNewParaText","HD","T_AU_OBSERVATION_TEXT","","T_CURSOR; T_AU_OBSERVATION_TEXT","True"
"PKG_HD.P_ADD_DUPLICATE_PARAS","PKG_HD","Confirmed Active","RequestDeleteDuplicatePara","HD","T_AU_OBSERVATION_FAD; T_AUDITEE_ENTITIES; DUAL; T_AU_DUPLICATE_PARAS","T_AU_DUPLICATE_PARAS","T_CURSOR; T_AU_OBSERVATION_FAD; T_AUDITEE_ENTITIES; T_AU_DUPLICATE_PARAS","True"
"PKG_HD.P_GET_DUPLICATE_PARAS_ENT_FOR_AUTH","PKG_HD","Likely Active","GetDuplicateParasAuthorizationEntityList","HD","DUAL; T_AUDITEE_ENTITIES; T_AU_DUPLICATE_PARAS","","T_CURSOR; T_AUDITEE_ENTITIES; T_AU_DUPLICATE_PARAS","True"
"PKG_HD.P_GET_DUPLICATE_PARAS_FOR_AUTH","PKG_HD","Confirmed Active","GetDuplicateParasForAuthorization","HD","DUAL; T_AU_DUPLICATE_PARAS; T_AUDITEE_ENTITIES","","T_CURSOR; T_AU_DUPLICATE_PARAS; T_AUDITEE_ENTITIES","True"
"PKG_HD.P_REJECT_DUPLICATE_PARAS","PKG_HD","Confirmed Active","RejectDeleteDuplicatePara","HD","DUAL","T_AU_DUPLICATE_PARAS","T_CURSOR; T_AU_DUPLICATE_PARAS","True"
"PKG_HD.P_AUTH_DUPLICATE_PARAS","PKG_HD","Confirmed Active","AuthDeleteDuplicatePara","HD","T_AU_DUPLICATE_PARAS; DUAL","T_AU_DUPLICATE_PARAS; T_AU_OLD_PARAS_FAD; T_AU_OBSERVATION; T_AU_OBSERVATION_OLD_CAD_PARAS; AIS_T_AU_POST_COMPLIANCE","T_CURSOR; T_AU_DUPLICATE_PARAS; T_AU_OLD_PARAS_FAD; T_AU_OBSERVATION; T_AU_OBSERVATION_OLD_CAD_PARAS; AIS_T_AU_POST_COMPLIANCE","True"
"PKG_HD.P_GET_OBSERVATION_DETAILS_FROM_ID","PKG_HD","Confirmed Active","GetObservationDetailsById","HD","DUAL; T_AU_OBSERVATION; T_AUDIT_CHECKLIST_ANNEXURE; T_AUDIT_CHECKLIST_DETAILS; T_AUDIT_CHECKLIST_SUB; T_AUDIT_CHECKLIST; T_RISK; T_AU_OBSERVATION_TEXT; T_AU_OBSERVATIONS_AUDITEE_RESPONSE; T_AU_OBSERVATIONS_AUDITOR_RECOMMENDATION; T_AU_DSA","","T_CURSOR; T_ID; T_AU_OBSERVATION; T_AUDIT_CHECKLIST_ANNEXURE; T_AUDIT_CHECKLIST_DETAILS; T_AUDIT_CHECKLIST_SUB; T_AUDIT_CHECKLIST; T_RISK; T_AU_OBSERVATION_TEXT; T_AU_OBSERVATIONS_AUDITEE_RESPONSE; T_AU_OBSERVATIONS_AUDITOR_RECOMMENDATION; T_AU_DSA","True"
"PKG_HD.P_GET_OBSERVATION_DETAILS_FROM_ID_HO","PKG_HD","Confirmed Active","GetObservationDetailsByIdHO","HD","DUAL; T_AU_OBSERVATION; T_RISK; T_AU_OBSERVATION_TEXT; T_AU_OBSERVATIONS_AUDITEE_RESPONSE; T_AU_OBSERVATIONS_AUDITOR_RECOMMENDATION; T_CONTROL_VIOLATION_SUB; T_CONTROL_VIOLATION","","T_CURSOR; T_AU_OBSERVATION; T_RISK; T_AU_OBSERVATION_TEXT; T_AU_OBSERVATIONS_AUDITEE_RESPONSE; T_AU_OBSERVATIONS_AUDITOR_RECOMMENDATION; T_CONTROL_VIOLATION_SUB; V_CAT_NATURE_ID; T_CONTROL_VIOLATION; V_CAT_ID","True"
"PKG_HD.P_GET_OBSERVATION_DETAILS_FROM_ID_PRE_CON","PKG_HD","Confirmed Active","GetObservationDetailsByIdForPreConcluding","HD","DUAL; T_AU_OBSERVATION; T_AUDIT_CHECKLIST_ANNEXURE; T_AUDIT_CHECKLIST_DETAILS; T_AUDIT_CHECKLIST_SUB; T_AUDIT_CHECKLIST; T_RISK; T_AU_OBSERVATION_TEXT; T_AU_OBSERVATIONS_AUDITEE_RESPONSE; T_AU_OBSERVATIONS_AUDITOR_RECOMMENDATION; T_AU_OBSERVATIONS_AUDITOR_REPLY; T_AU_OBSERVATION_FINAL_RECCOMENDATION; T_AU_OBSERVATION_GIST","","T_CURSOR; T_ID; T_AU_OBSERVATION; T_AUDIT_CHECKLIST_ANNEXURE; T_AUDIT_CHECKLIST_DETAILS; T_AUDIT_CHECKLIST_SUB; T_AUDIT_CHECKLIST; T_RISK; T_AU_OBSERVATION_TEXT; T_AU_OBSERVATIONS_AUDITEE_RESPONSE; T_AU_OBSERVATIONS_AUDITOR_RECOMMENDATION; T_AU_OBSERVATIONS_AUDITOR_REPLY; T_AU_OBSERVATION_FINAL_RECCOMENDATION; T_AU_OBSERVATION_GIST","True"
"PKG_HD.P_GET_OBSERVATION_DETAILS_FROM_ID_PRE_CON_HO","PKG_HD","Confirmed Active","GetObservationDetailsByIdForPreConcludingHO","HD","DUAL; T_AU_OBSERVATION; T_RISK; T_AU_OBSERVATION_TEXT; T_AU_OBSERVATIONS_AUDITEE_RESPONSE; T_AU_OBSERVATIONS_AUDITOR_RECOMMENDATION; T_AU_OBSERVATIONS_AUDITOR_REPLY; T_AU_OBSERVATION_FINAL_RECCOMENDATION; T_AU_OBSERVATION_GIST","","T_CURSOR; V_CAT_ID; T_ID; V_CAT_NATURE_ID; T_AU_OBSERVATION; T_RISK; T_AU_OBSERVATION_TEXT; T_AU_OBSERVATIONS_AUDITEE_RESPONSE; T_AU_OBSERVATIONS_AUDITOR_RECOMMENDATION; T_AU_OBSERVATIONS_AUDITOR_REPLY; T_AU_OBSERVATION_FINAL_RECCOMENDATION; T_AU_OBSERVATION_GIST","True"
"PKG_HD.P_UPLOAD_AUDIT_REPORT","PKG_HD","Confirmed Active","UploadAuditReport","HD","DUAL; T_AUDIT_REPORTS","T_AUDIT_REPORTS; OPEN","T_CURSOR; V_EXISTS; T_AUDIT_REPORTS","True"
"PKG_HD.P_GET_FINAL_AUDIT_REPORT","PKG_HD","Confirmed Active","GetAuditReports","HD","DUAL; T_AUDIT_REPORTS; T_AU_PLAN_ENG; T_AU_PERIOD; T_AUDITEE_ENTITIES","","T_CURSOR; T_AUDIT_REPORTS; T_AU_PLAN_ENG; T_AU_PERIOD; T_AUDITEE_ENTITIES","True"
"PKG_HD.P_GET_AUDIT_REPORT_CONTENT","PKG_HD","Confirmed Active","GetAuditReportContent","HD","DUAL; T_AUDIT_REPORTS","","T_CURSOR; T_AUDIT_REPORTS","True"
"PKG_HD.P_GET_CHECK_AUDIT_REPORT_UPLOADED","PKG_HD","Confirmed Active","GetCheckAuditReportExisits","HD","DUAL; T_AUDIT_REPORTS","","T_CURSOR; T_AUDIT_REPORTS","True"
"PKG_HD.P_GET_PARAS_FOR_STATUS_CHANGE","PKG_HD","Confirmed Active","GetParasForStatusChange","HD","AIS_T_AU_POST_COMPLIANCE; T_RISK; T_AU_PARAS_STATUS_CHANGE_LOG","","T_CURSOR; AIS_T_AU_POST_COMPLIANCE; T_RISK; T_AU_PARAS_STATUS_CHANGE_LOG","True"
"PKG_HD.P_ADD_PARAS_FOR_STATUS_CHANGE","PKG_HD","Confirmed Active","AddChangeStatusRequestForPara","HD","AIS_T_AU_POST_COMPLIANCE; DUAL; T_AU_PARAS_STATUS_CHANGE_LOG","T_AU_PARAS_STATUS_CHANGE_LOG","T_CURSOR; M_F; V_EXISTS; AIS_T_AU_POST_COMPLIANCE; T_AU_PARAS_STATUS_CHANGE_LOG","True"
"PKG_HD.P_GET_PARAS_FOR_STATUS_CHANGE_FOR_AUTHORIZE","PKG_HD","Confirmed Active","GetParasForStatusChangeToAuthorize","HD","AIS_T_AU_POST_COMPLIANCE; T_RISK; T_AU_PARAS_STATUS_CHANGE_LOG","","T_CURSOR; AIS_T_AU_POST_COMPLIANCE; T_RISK; T_AU_PARAS_STATUS_CHANGE_LOG","True"
"PKG_HD.P_AUTHORIZE_PARAS_FOR_STATUS","PKG_HD","Confirmed Active","AuthorizeChangeStatusRequestForPara","HD","T_AU_PARAS_STATUS_CHANGE_LOG; DUAL; AIS_T_AU_POST_COMPLIANCE; FRONTEND","PARA; T_AU_OBSERVATION; T_AU_OLD_PARAS_FAD; T_AU_OBSERVATION_OLD_CAD_PARAS; AIS_T_AU_POST_COMPLIANCE; CHANGE; T_AU_PARAS_STATUS_CHANGE_LOG","T_CURSOR; T_AU_PARAS_STATUS_CHANGE_LOG; T_AU_OBSERVATION; T_AU_OLD_PARAS_FAD; T_AU_OBSERVATION_OLD_CAD_PARAS; AIS_T_AU_POST_COMPLIANCE","True"
"PKG_HD.P_GET_BACKOFFICEDASHBOARDENGAGEMENTS","PKG_HD","Confirmed Active","GetBackOfficeDashboardEngagements","HD","T_AU_PLAN_ENG; T_AUDITEE_ENTITIES","","T_CURSOR; T_AU_PLAN_ENG; T_AUDITEE_ENTITIES","True"
"PKG_HD.P_ADDOLDPARAS","PKG_HD","Confirmed Active","AddOldParas","HD","","T_AU_OLD_PARAS_FAD; T_AU_OLD_PARAS_FAD_TEXT","T_AU_OLD_PARAS_FAD; T_AU_OLD_PARAS_FAD_TEXT","True"
"PKG_AIS.P_ADDOLDPARASRESPONSIBILITYASSIGNED","PKG_AIS","Confirmed Active","AddOldParas","HD","","","","False"
"PKG_INQ.P_CREATE_COMPLAINT_HDR","PKG_INQ","Low-Confidence / Needs Verification","public","IID","","T_AU_IID_COMPLAINT_HDR","V_COMPLAINT_NO; T_AU_IID_COMPLAINT_HDR","True"
"PKG_INQ.P_SAVE_COMPLAINT_IAID","PKG_INQ","Likely Active","SaveComplaintIAID","IID","T_AU_IID_COMPLAINANT","PRIMARY; VIA","T_AU_IID_COMPLAINANT","True"
"PKG_INQ.P_SAVE_FFR_P1","PKG_INQ","Confirmed Active","SaveFFRPart1","IID","","","","False"
"PKG_INQ.P_SAVE_FFR_P2","PKG_INQ","Confirmed Active","SaveFFRPart2","IID","","","","False"
"PKG_INQ.P_SAVE_FFR_P3","PKG_INQ","Confirmed Active","SaveFFRPart3","IID","","","","False"
"PKG_INQ.P_GET_COMPLAINT_HDR","PKG_INQ","Low-Confidence / Needs Verification","GetComplaintHeader","IID","T_AU_IID_COMPLAINT_HDR","","T_CURSOR; T_AU_IID_COMPLAINT_HDR","True"
"PKG_INQ.P_GET_FFR_P1","PKG_INQ","Confirmed Active","GetFFRPart1","IID","","","","False"
"PKG_INQ.P_GET_FFR_P2","PKG_INQ","Confirmed Active","GetFFRPart2","IID","","","","False"
"PKG_INQ.P_GET_FFR_P3","PKG_INQ","Confirmed Active","GetFFRPart3","IID","","","","False"
"PKG_INQ.GET_COMPLAINTS","PKG_INQ","Confirmed Active","GetComplaintsByUser","IID","T_USER_MAPING; T_AU_IID_COMPLAINT_HDR; T_AU_IID_COMPLAINT_IAID; T_AU_IID_COMPLAINANT; T_AUDITEE_ENTITIES","","T_CURSOR; T_USER_MAPING; T_AU_IID_COMPLAINT_HDR; T_AU_IID_COMPLAINT_IAID; T_AU_IID_COMPLAINANT; T_AUDITEE_ENTITIES","True"
"PKG_INQ.GET_COMPLAINTS_WITHOUT_ASSESSMENT","PKG_INQ","Confirmed Active","Get_Complaints_Without_Assessment","IID","T_AU_IID_COMPLAINT_HDR; T_AU_IID_COMPLAINT_IAID; T_AU_IID_ASSESSMENT","","T_CURSOR; T_AU_IID_COMPLAINT_HDR; T_AU_IID_COMPLAINT_IAID; T_AU_IID_ASSESSMENT","True"
"PKG_INQ.GET_COMPLAINTS_DD","PKG_INQ","Confirmed Active","GetComplaintsDropdown; IsComplaintAllowedForIidPdf","IID; IID.Pdf","T_AU_IID_COMPLAINT_HDR; T_AU_IID_COMPLAINT_IAID; T_AU_IID_COMPLAINANT; T_AU_IID_STATUS_MST","","T_CURSOR; T_AU_IID_COMPLAINT_HDR; T_AU_IID_COMPLAINT_IAID; T_AU_IID_COMPLAINANT; T_AU_IID_STATUS_MST","True"
"PKG_INQ.P_GETINSPECTIONUNITS","PKG_INQ","Confirmed Active","GetInspectionUnits","IID","T_AUDITEE_ENTITIES","","T_CURSOR; T_AUDITEE_ENTITIES","True"
"PKG_INQ.GET_COMPLAINT","PKG_INQ","Confirmed Active","GetComplaint","IID","T_AUDITEE_ENTITIES; T_AU_IID_COMPLAINT_HDR; T_AU_IID_COMPLAINT_IAID; T_AU_IID_COMPLAINANT; T_AU_IID_ASSESSMENT","","T_CURSOR; T_AUDITEE_ENTITIES; T_AU_IID_COMPLAINT_HDR; T_AU_IID_COMPLAINT_IAID; T_AU_IID_COMPLAINANT; T_AU_IID_ASSESSMENT","True"
"PKG_INQ.ADD_ASSESSMENT","PKG_INQ","Confirmed Active","AddAssessment","IID","DUAL","T_AU_IID_ASSESSMENT; T_AU_IID_COMPLAINT_HDR","T_AU_IID_ASSESSMENT; T_AU_IID_COMPLAINT_HDR","True"
"PKG_INQ.ADD_HEAD_REVIEW","PKG_INQ","Confirmed Active","AddHeadReview","IID","T_AU_IID_HEAD_REVIEW; DUAL","T_AU_IID_HEAD_REVIEW; SET; HEADER; T_AU_IID_COMPLAINT_HDR","T_AU_IID_HEAD_REVIEW; T_AU_IID_COMPLAINT_HDR","True"
"PKG_INQ.ADD_INV_PLAN","PKG_INQ","Confirmed Active","AddInvestigationPlan","IID","T_AU_IID_INV_PLAN; DUAL","T_AU_IID_INV_PLAN; SET; T_AU_IID_COMPLAINT_HDR","T_AU_IID_INV_PLAN; T_AU_IID_COMPLAINT_HDR","True"
"PKG_INQ.GET_IID_TASK_LIST","PKG_INQ","Confirmed Active","GetIidTaskList","IID","T_AU_IID_REPORT; T_AU_IID_COMPLAINT_HDR; T_AU_IID_COMPLAINT_IAID; T_AU_IID_COMPLAINANT; T_AU_IID_ASSESSMENT; T_AU_IID_HEAD_REVIEW; T_AU_IID_INV_PLAN; T_AU_IID_HEAD_PLAN_APPROVAL","","T_CURSOR; T_AU_IID_REPORT; T_AU_IID_COMPLAINT_HDR; T_AU_IID_COMPLAINT_IAID; T_AU_IID_COMPLAINANT; T_AU_IID_ASSESSMENT; T_AU_IID_HEAD_REVIEW; T_AU_IID_INV_PLAN; T_AU_IID_HEAD_PLAN_APPROVAL","True"
"PKG_INQ.P_ENQUEUE_EMAIL","PKG_INQ","Confirmed Active","EnqueueEmail","IID","","","","False"
"PKG_INQ.P_GET_EMAIL_QUEUE","PKG_INQ","Low-Confidence / Needs Verification","GetEmailQueue","IID","","","","False"
"PKG_INQ.P_MARK_EMAIL_SENT","PKG_INQ","Low-Confidence / Needs Verification","MarkEmailSent","IID","","","","False"
"PKG_INQ.P_MARK_EMAIL_FAILED","PKG_INQ","Low-Confidence / Needs Verification","MarkEmailFailed","IID","","","","False"
"PKG_INQ.P_GET_COMPLAINT_ID_BY_PLAN","PKG_INQ","Confirmed Active","GetComplaintIdByPlanId","IID","T_AU_IID_INV_PLAN","","T_AU_IID_INV_PLAN","True"
"PKG_INQ.P_GET_COMPLAINT_ID_BY_REPORT","PKG_INQ","Confirmed Active","GetComplaintIdByReportId","IID","T_AU_IID_REPORT","","T_AU_IID_REPORT; T_AU_IID_INQUIRY_REPORT","True"
"PKG_INQ.GET_INV_PLAN","PKG_INQ","Confirmed Active","GetIidPlanDetails","IID","T_AU_IID_INV_PLAN","","T_CURSOR; T_AU_IID_INV_PLAN","True"
"PKG_INQ.GET_LATEST_PLAN_BY_COMPLAINT","PKG_INQ","Confirmed Active","GetLatestPlanByComplaintId","IID","T_AU_IID_INV_PLAN","","T_CURSOR; T_AU_IID_INV_PLAN","True"
"PKG_INQ.GET_LATEST_INQUIRY_REPORT_BY_COMPLAINT","PKG_INQ","Confirmed Active","GetLatestInquiryReportByComplaintId","IID","T_AU_IID_INQ_ACCUSED_LIST; COMPLAINT; STATEMENTS; T_AU_IID_INQ_STATEMENTS; T_AU_IID_INQ_RECORD_SCRUTINIZED; T_AU_IID_INQ_FIND_RECOMM; T_AU_IID_INQ_ACCUSATIONS; T_AU_IID_INQ_EVIDENCE_FILES; T_AU_IID_INQ_DSA; T_AU_IID_COMPLAINT_IAID; T_AU_IID_COMPLAINANT","","T_AU_IID_INQ_ACCUSED_LIST; T_AU_IID_INQ_STATEMENTS; T_AU_IID_INQ_RECORD_SCRUTINIZED; T_AU_IID_INQ_FIND_RECOMM; T_AU_IID_INQ_ACCUSATIONS; T_AU_IID_INQ_EVIDENCE_FILES; T_AU_IID_INQ_DSA; T_AU_IID_COMPLAINT_IAID; T_AU_IID_COMPLAINANT","True"
"PKG_INQ.ADD_PLAN_APPROVAL","PKG_INQ","Confirmed Active","AddPlanApproval","IID","T_AU_IID_HEAD_PLAN_APPROVAL; DUAL; T_AU_IID_INV_PLAN","T_AU_IID_HEAD_PLAN_APPROVAL; SET; T_AU_IID_COMPLAINT_HDR","T_AU_IID_HEAD_PLAN_APPROVAL; T_AU_IID_INV_PLAN; T_AU_IID_COMPLAINT_HDR","True"
"PKG_INQ.ADD_INQUIRY_REPORT","PKG_INQ","Confirmed Active","AddInquiryReport","IID","DUAL","T_AU_IID_REPORT","T_AU_IID_REPORT","True"
"PKG_INQ.ADD_ANALYSIS","PKG_INQ","Confirmed Active","AddAnalysis","IID","T_AU_IID_ANALYSIS; DUAL; T_AU_IID_REPORT","T_AU_IID_ANALYSIS; SET; SELECT","T_AU_IID_ANALYSIS; T_AU_IID_REPORT","True"
"PKG_INQ.ADD_FINAL_APPROVAL","PKG_INQ","Low-Confidence / Needs Verification","SaveFinalApprovalRecord","IID","DUAL; T_AU_IID_REPORT","T_AU_IID_FINAL_APPROVAL","T_AU_IID_FINAL_APPROVAL; T_AU_IID_REPORT","True"
"PKG_INQ.GET_INQUIRY_REPORT","PKG_INQ","Confirmed Active","GetInquiryReportFiles","IID","T_AU_IID_REPORT","","T_CURSOR; T_AU_IID_REPORT","True"
"PKG_INQ.ADD_CASE_STUDY","PKG_INQ","Confirmed Active","AddCaseStudy","IID","DUAL","T_AU_IID_CASE_STUDY","T_AU_IID_CASE_STUDY","True"
"PKG_INQ.P_GET_INQ_ACCUSATIONS","PKG_INQ","Confirmed Active","GetIidAccusationsForFindings; GetIidInqAccusationsByComplaintId","IID","T_AU_IID_INQ_ACCUSATIONS","","T_CURSOR; T_AU_IID_INQ_ACCUSATIONS","True"
"PKG_INQ.P_ADD_INQ_ACCUSATION","PKG_INQ","Confirmed Active","AddIidInqAccusation","IID","","T_AU_IID_INQ_ACCUSATIONS","T_CURSOR; V_ID; T_AU_IID_INQ_ACCUSATIONS","True"
"PKG_INQ.P_UPDATE_INQ_ACCUSATION","PKG_INQ","Confirmed Active","UpdateIidInqAccusation","IID","","T_AU_IID_INQ_ACCUSATIONS; ACCUSATION","T_CURSOR; V_CNT; T_AU_IID_INQ_ACCUSATIONS","True"
"PKG_INQ.P_DELETE_INQ_ACCUSATION","PKG_INQ","Confirmed Active","DeleteIidInqAccusation","IID","","T_AU_IID_INQ_ACCUSATIONS","T_CURSOR; V_CNT; T_AU_IID_INQ_ACCUSATIONS","True"
"PKG_INQ.GET_EMPLOYEE_INFO","PKG_INQ","Confirmed Active","GetIidEmployeeInfo","IID","V_GET_IID_EMPLOYEE_INFO","","T_CURSOR; V_GET_IID_EMPLOYEE_INFO","True"
"PKG_INQ.P_GET_INQ_ACCUSED_LIST","PKG_INQ","Confirmed Active","GetIidInqAccusedListByComplaintId","IID","T_AU_IID_INQ_ACCUSED_LIST","","T_CURSOR; T_AU_IID_INQ_ACCUSED_LIST","True"
"PKG_INQ.P_ADD_INQ_ACCUSED","PKG_INQ","Confirmed Active","AddIidInqAccused","IID","","T_AU_IID_INQ_ACCUSED_LIST","T_CURSOR; V_ID; T_AU_IID_INQ_ACCUSED_LIST","True"
"PKG_INQ.P_UPDATE_INQ_ACCUSED","PKG_INQ","Confirmed Active","UpdateIidInqAccused","IID","","T_AU_IID_INQ_ACCUSED_LIST; ACCUSED","T_CURSOR; V_CNT; T_AU_IID_INQ_ACCUSED_LIST","True"
"PKG_INQ.P_DELETE_INQ_ACCUSED","PKG_INQ","Confirmed Active","DeleteIidInqAccused","IID","","T_AU_IID_INQ_ACCUSED_LIST","T_CURSOR; V_CNT; T_AU_IID_INQ_ACCUSED_LIST","True"
"PKG_INQ.P_GET_INQ_RECORDS","PKG_INQ","Confirmed Active","GetIidInqRecordsByComplaintId","IID","T_AU_IID_INQ_RECORD_SCRUTINIZED","","T_CURSOR; T_AU_IID_INQ_RECORD_SCRUTINIZED","True"
"PKG_INQ.P_ADD_INQ_RECORD","PKG_INQ","Confirmed Active","AddIidInqRecord","IID","","T_AU_IID_INQ_RECORD_SCRUTINIZED","T_CURSOR; V_ID; T_AU_IID_INQ_RECORD_SCRUTINIZED","True"
"PKG_INQ.P_UPDATE_INQ_RECORD","PKG_INQ","Confirmed Active","UpdateIidInqRecord","IID","","T_AU_IID_INQ_RECORD_SCRUTINIZED; RECORD","T_CURSOR; V_CNT; T_AU_IID_INQ_RECORD_SCRUTINIZED","True"
"PKG_INQ.P_DELETE_INQ_RECORD","PKG_INQ","Confirmed Active","DeleteIidInqRecord","IID","","T_AU_IID_INQ_RECORD_SCRUTINIZED","T_CURSOR; V_CNT; T_AU_IID_INQ_RECORD_SCRUTINIZED","True"
"PKG_INQ.P_GET_INQ_PROCEEDINGS","PKG_INQ","Confirmed Active","GetIidInqProceedingsByComplaintId","IID","T_AU_IID_INQ_PROCEEDINGS","","T_AU_IID_INQ_PROCEEDINGS","True"
"PKG_INQ.P_SAVE_INQ_PROCEEDING","PKG_INQ","Confirmed Active","SaveIidInqProceeding","IID","DUAL","T_AU_IID_INQ_PROCEEDINGS","T_CURSOR; V_MSG; T_AU_IID_INQ_PROCEEDINGS","True"
"PKG_INQ.P_DELETE_INQ_PROCEEDING","PKG_INQ","Confirmed Active","DeleteIidInqProceeding","IID","DUAL","T_AU_IID_INQ_PROCEEDINGS","T_CURSOR; V_MSG; T_AU_IID_INQ_PROCEEDINGS","True"
"PKG_INQ.P_GET_INQ_STATEMENTS","PKG_INQ","Confirmed Active","GetIidInqStatementsByComplaintId","IID","T_AU_IID_INQ_STATEMENTS","","T_CURSOR; T_AU_IID_INQ_STATEMENTS","True"
"PKG_INQ.P_ADD_INQ_STATEMENT","PKG_INQ","Confirmed Active","SaveIidInqStatement","IID","T_AU_IID_INQ_STATEMENTS","EXISTING; T_AU_IID_INQ_STATEMENTS; STATEMENT","T_CURSOR; V_ID; T_AU_IID_INQ_STATEMENTS","True"
"PKG_INQ.P_DELETE_INQ_STATEMENT","PKG_INQ","Confirmed Active","DeleteIidInqStatement","IID","","T_AU_IID_INQ_STATEMENTS","T_CURSOR; V_CNT; T_AU_IID_INQ_STATEMENTS","True"
"PKG_INQ.P_GET_INQ_EVIDENCE_FILES","PKG_INQ","Confirmed Active","GetIidInqEvidenceFilesByComplaintId","IID","T_AU_IID_INQ_EVIDENCE_FILES","","T_CURSOR; T_AU_IID_INQ_EVIDENCE_FILES","True"
"PKG_INQ.P_ADD_INQ_EVIDENCE_FILE","PKG_INQ","Confirmed Active","AddIidInqEvidenceFile","IID","","T_AU_IID_INQ_EVIDENCE_FILES","T_CURSOR; V_ID; T_AU_IID_INQ_EVIDENCE_FILES","True"
"PKG_INQ.P_DELETE_INQ_EVIDENCE_FILE","PKG_INQ","Confirmed Active","DeleteIidInqEvidenceFile","IID","","T_AU_IID_INQ_EVIDENCE_FILES","T_CURSOR; V_CNT; T_AU_IID_INQ_EVIDENCE_FILES","True"
"PKG_INQ.P_GET_INQ_VIOLATIONS","PKG_INQ","Confirmed Active","GetIidInqViolationsByComplaintId","IID","T_AU_IID_INQ_VIOLATIONS","","T_CURSOR; T_AU_IID_INQ_VIOLATIONS","True"
"PKG_INQ.P_ADD_INQ_VIOLATION","PKG_INQ","Confirmed Active","AddIidInqViolation","IID","","T_AU_IID_INQ_VIOLATIONS","T_CURSOR; V_ID; T_AU_IID_INQ_VIOLATIONS","True"
"PKG_INQ.P_UPDATE_INQ_VIOLATION","PKG_INQ","Confirmed Active","UpdateIidInqViolation","IID","","T_AU_IID_INQ_VIOLATIONS; VIOLATION","T_CURSOR; V_CNT; T_AU_IID_INQ_VIOLATIONS","True"
"PKG_INQ.P_DELETE_INQ_VIOLATION","PKG_INQ","Confirmed Active","DeleteIidInqViolation","IID","","T_AU_IID_INQ_VIOLATIONS","T_CURSOR; V_CNT; T_AU_IID_INQ_VIOLATIONS","True"
"PKG_INQ.GET_INQ_FINDINGS_RECOMM","PKG_INQ","Confirmed Active","GetIidFindingsRecommByAccusation; GetIidInqFindingsRecommByComplaintId","IID","T_AU_IID_INQ_FIND_RECOMM","","T_CURSOR; T_AU_IID_INQ_FIND_RECOMM","True"
"PKG_INQ.SAVE_INQ_FINDINGS_RECOMM","PKG_INQ","Confirmed Active","SaveIidFindingsRecommByAccusation","IID","DUAL","T_AU_IID_INQ_FIND_RECOMM; SET","T_CURSOR; T_AU_IID_INQ_FIND_RECOMM","True"
"PKG_INQ.GET_INQ_FIND_RECOMM_STATUS","PKG_INQ","Confirmed Active","GetIidFindingsRecommStatus","IID","T_AU_IID_INQ_ACCUSATIONS; T_AU_IID_INQ_FIND_RECOMM","","T_CURSOR; T_AU_IID_INQ_ACCUSATIONS; T_AU_IID_INQ_FIND_RECOMM","True"
"PKG_INQ.P_GET_INQ_EVIDENCE_STEP","PKG_INQ","Confirmed Active","GetIidInqEvidenceStepByComplaintId","IID","T_AU_IID_INQ_EVIDENCE_STEP","","T_AU_IID_INQ_EVIDENCE_STEP","True"
"PKG_INQ.P_SAVE_INQ_EVIDENCE_STEP","PKG_INQ","Confirmed Active","SaveIidInqEvidenceStep","IID","T_AU_IID_INQ_EVIDENCE_STEP; DUAL","T_AU_IID_INQ_EVIDENCE_STEP","T_CURSOR; V_EXISTS; V_MSG; T_AU_IID_INQ_EVIDENCE_STEP","True"
"PKG_INQ.P_GET_INQ_DSA","PKG_INQ","Confirmed Active","GetIidInqDsaByComplaintId","IID","T_AU_IID_INQ_DSA","","T_CURSOR; T_AU_IID_INQ_DSA","True"
